dataset: ../datasets/oct_1_newline/1024_dogs_worms.txt
seed: 270744741
sequence_length: 6
sentence_length: 6
n_classes: 53
embedding_dim: 16
feedforward_dim: 64
n_blocks: 2
n_heads: 2
k_dim: 4
v_dim: 4
batch_size: 64
n_epochs: 5000
learning_rate: 0.001

epoch, train_loss, test_loss
0 3.577921152114868 3.595062494277954
1 3.174222469329834 3.193939208984375
2 2.8518764972686768 2.874349594116211
3 2.5624847412109375 2.5835795402526855
4 2.285609483718872 2.305612564086914
5 2.0468006134033203 2.065645217895508
6 1.8525744676589966 1.8710503578186035
7 1.7005326747894287 1.7171458005905151
8 1.5814473628997803 1.599032998085022
9 1.4856088161468506 1.5026389360427856
10 1.4138225317001343 1.4292231798171997
11 1.3589041233062744 1.3750920295715332
12 1.3174176216125488 1.3336353302001953
13 1.2815073728561401 1.2976367473602295
14 1.2554199695587158 1.2725181579589844
15 1.2369914054870605 1.253969669342041
16 1.219896912574768 1.2363941669464111
17 1.2057032585144043 1.222219705581665
18 1.1967551708221436 1.2124345302581787
19 1.1884524822235107 1.2062394618988037
20 1.1743838787078857 1.1917376518249512
21 1.1683287620544434 1.1858681440353394
22 1.1647577285766602 1.1805262565612793
23 1.1590261459350586 1.1763484477996826
24 1.1528089046478271 1.1700282096862793
25 1.1529744863510132 1.172809362411499
26 1.1453051567077637 1.161696195602417
27 1.1418883800506592 1.1587671041488647
28 1.1396085023880005 1.1569677591323853
29 1.138169527053833 1.1577792167663574
30 1.1352547407150269 1.1528092622756958
31 1.1351041793823242 1.1531344652175903
32 1.1302275657653809 1.1473591327667236
33 1.1289048194885254 1.148862600326538
34 1.1266374588012695 1.1471601724624634
35 1.1251403093338013 1.1438140869140625
36 1.1281299591064453 1.1505334377288818
37 1.1225602626800537 1.1419223546981812
38 1.1236333847045898 1.1428992748260498
39 1.1215465068817139 1.1422388553619385
40 1.1200401782989502 1.1405298709869385
41 1.1211116313934326 1.140883207321167
42 1.1182050704956055 1.1413242816925049
43 1.116310954093933 1.1381003856658936
44 1.118255376815796 1.1425719261169434
45 1.1160991191864014 1.1405549049377441
46 1.1142152547836304 1.13620924949646
47 1.1126725673675537 1.1362413167953491
48 1.114041805267334 1.1376621723175049
49 1.1123460531234741 1.137752652168274
50 1.1112340688705444 1.135802984237671
51 1.1102813482284546 1.1353037357330322
52 1.1091256141662598 1.13545823097229
53 1.1100510358810425 1.1373825073242188
54 1.1080073118209839 1.1353998184204102
55 1.1074192523956299 1.1338597536087036
56 1.1063718795776367 1.1323227882385254
57 1.107185959815979 1.1339051723480225
58 1.1108568906784058 1.1385302543640137
59 1.1087226867675781 1.1366958618164062
60 1.106405258178711 1.1336669921875
61 1.1037065982818604 1.1342840194702148
62 1.105139970779419 1.1336381435394287
63 1.1027686595916748 1.1336560249328613
64 1.1044738292694092 1.136892318725586
65 1.1026958227157593 1.1344761848449707
66 1.1022906303405762 1.1336119174957275
67 1.1012494564056396 1.1324528455734253
68 1.1033787727355957 1.137643814086914
69 1.0994046926498413 1.1319011449813843
70 1.1001960039138794 1.1351921558380127
71 1.100327968597412 1.133425235748291
72 1.0977964401245117 1.1341345310211182
73 1.0978984832763672 1.133023738861084
74 1.0973222255706787 1.1362407207489014
75 1.0982632637023926 1.1351301670074463
76 1.0972015857696533 1.1348730325698853
77 1.0957756042480469 1.133636713027954
78 1.0996394157409668 1.1402904987335205
79 1.0945754051208496 1.1352053880691528
80 1.0949525833129883 1.1349027156829834
81 1.0954029560089111 1.1352808475494385
82 1.0940337181091309 1.1334266662597656
83 1.0974867343902588 1.1398884057998657
84 1.0952898263931274 1.1386725902557373
85 1.0939033031463623 1.1362807750701904
86 1.0930609703063965 1.1337552070617676
87 1.0925511121749878 1.1341774463653564
88 1.0942580699920654 1.1410820484161377
89 1.092637300491333 1.138780117034912
90 1.090820074081421 1.1353144645690918
91 1.0919926166534424 1.1393284797668457
92 1.0900989770889282 1.1366631984710693
93 1.089278221130371 1.1376543045043945
94 1.0894851684570312 1.1375643014907837
95 1.089477777481079 1.1364957094192505
96 1.089982271194458 1.137847661972046
97 1.093665599822998 1.1414036750793457
98 1.0901217460632324 1.1383917331695557
99 1.0881270170211792 1.1377322673797607
100 1.0901756286621094 1.1423108577728271
101 1.0883623361587524 1.1407010555267334
102 1.089418888092041 1.1427043676376343
103 1.0868597030639648 1.1393539905548096
