dataset: ../../48_6_layer_sentences_balanced_newline.txt
seed: 2395333166
sequence_length: 6
sentence_length: 6
n_classes: 53
embedding_dim: 16
feedforward_dim: 64
n_blocks: 2
n_heads: 2
k_dim: 4
v_dim: 4
batch_size: 64
n_epochs: 5000
learning_rate: 0.001

epoch, train_loss, test_loss, n_in_sample, n_out_of_sample, n_invalid
1065 0.007467086426913738 4.75685977935791 0 0 0
1066 0.007453425321727991 4.757839679718018 0 0 0
1067 0.007439876440912485 4.758746147155762 0 0 0
1068 0.007426324300467968 4.759708404541016 0 0 0
1069 0.0074127232655882835 4.760745048522949 0 0 0
1070 0.007399264257401228 4.761639595031738 0 0 0
1071 0.007385808974504471 4.762595176696777 0 0 0
1072 0.007372306659817696 4.763608932495117 0 0 0
1073 0.007358925882726908 4.764526844024658 0 0 0
1074 0.007345649879425764 4.765471458435059 0 0 0
1075 0.007332165259867907 4.766451358795166 0 0 0
1076 0.0073189036920666695 4.767474174499512 0 0 0
1077 0.007305697537958622 4.7683868408203125 0 0 0
1078 0.007292463909834623 4.7693071365356445 0 0 0
1079 0.007279268465936184 4.7703351974487305 0 0 0
1080 0.007266069762408733 4.771233558654785 0 0 0
1081 0.0072530051693320274 4.772152900695801 0 0 0
1082 0.0072399163618683815 4.773190975189209 0 0 0
1083 0.007226887624710798 4.774102210998535 0 0 0
1084 0.007213952951133251 4.775001525878906 0 0 0
1085 0.007200855296105146 4.775995254516602 0 0 0
1086 0.007187967654317617 4.7770280838012695 0 0 0
1087 0.007175044156610966 4.777928352355957 0 0 0
1088 0.00716220261529088 4.778826713562012 0 0 0
1089 0.007149356883019209 4.779863357543945 0 0 0
1090 0.007136541418731213 4.780758857727051 0 0 0
1091 0.007123773451894522 4.781634330749512 0 0 0
1092 0.00711098313331604 4.782634258270264 0 0 0
1093 0.007098309695720673 4.78359317779541 0 0 0
1094 0.0070855990052223206 4.784511566162109 0 0 0
1095 0.007072940468788147 4.785482406616211 0 0 0
1096 0.00706038624048233 4.786452770233154 0 0 0
1097 0.007047863211482763 4.7874064445495605 0 0 0
1098 0.007035317365080118 4.788295269012451 0 0 0
1099 0.007022760342806578 4.789303302764893 0 0 0
1100 0.007010275963693857 4.790205955505371 9677 25 298
1101 0.0069978805258870125 4.791051864624023 0 0 0
1102 0.006985447835177183 4.792069911956787 0 0 0
1103 0.0069730691611766815 4.793026447296143 0 0 0
1104 0.006960692349821329 4.793923377990723 0 0 0
1105 0.0069483802653849125 4.794878005981445 0 0 0
1106 0.006936160381883383 4.795853614807129 0 0 0
1107 0.00692384410649538 4.796792030334473 0 0 0
1108 0.006911649368703365 4.797656059265137 0 0 0
1109 0.006899440661072731 4.798650741577148 0 0 0
1110 0.006887257564812899 4.799590110778809 0 0 0
1111 0.006875175982713699 4.800450325012207 0 0 0
1112 0.006863079499453306 4.8014068603515625 0 0 0
1113 0.006850989069789648 4.802393436431885 0 0 0
1114 0.006838951259851456 4.803309440612793 0 0 0
1115 0.0068270303308963776 4.804170608520508 0 0 0
1116 0.006815006025135517 4.805129528045654 0 0 0
1117 0.006803099066019058 4.806097984313965 0 0 0
1118 0.006791217252612114 4.806947231292725 0 0 0
1119 0.006779319606721401 4.8078999519348145 0 0 0
1120 0.00676743732765317 4.808876991271973 0 0 0
1121 0.006755674257874489 4.809725284576416 0 0 0
1122 0.006743900012224913 4.810647487640381 0 0 0
1123 0.006732070818543434 4.811607360839844 0 0 0
1124 0.006720345001667738 4.812543869018555 0 0 0
1125 0.0067087276838719845 4.813439846038818 0 0 0
1126 0.006696972064673901 4.814363479614258 0 0 0
1127 0.006685363128781319 4.815300941467285 0 0 0
1128 0.006673778872936964 4.8162078857421875 0 0 0
1129 0.006662194617092609 4.817100524902344 0 0 0
1130 0.0066506220027804375 4.818096160888672 0 0 0
1131 0.00663909874856472 4.818977355957031 0 0 0
1132 0.006627666298300028 4.8198466300964355 0 0 0
1133 0.0066161612048745155 4.8208465576171875 0 0 0
1134 0.006604697089642286 4.821714878082275 0 0 0
1135 0.0065933708101511 4.822569847106934 0 0 0
1136 0.006581928580999374 4.82354736328125 0 0 0
1137 0.006570571102201939 4.824464797973633 0 0 0
1138 0.006559340283274651 4.825298309326172 0 0 0
1139 0.006547944620251656 4.826223373413086 0 0 0
1140 0.006536724977195263 4.827191352844238 0 0 0
1141 0.006525472737848759 4.82807731628418 0 0 0
1142 0.006514262408018112 4.82896089553833 0 0 0
1143 0.006503087468445301 4.829917907714844 0 0 0
1144 0.006491970270872116 4.830803394317627 0 0 0
1145 0.006480824667960405 4.831693172454834 0 0 0
1146 0.006469707936048508 4.832669734954834 0 0 0
1147 0.006458698771893978 4.833556175231934 0 0 0
1148 0.006447613704949617 4.834424018859863 0 0 0
1149 0.006436594761908054 4.8353166580200195 0 0 0
1150 0.006425605155527592 4.836191177368164 0 0 0
1151 0.006414683070033789 4.837112903594971 0 0 0
1152 0.006403730250895023 4.837996482849121 0 0 0
1153 0.006392858922481537 4.8389177322387695 0 0 0
1154 0.006381962448358536 4.839822769165039 0 0 0
1155 0.00637112557888031 4.840723991394043 0 0 0
1156 0.006360338535159826 4.841615676879883 0 0 0
1157 0.006349563132971525 4.842489719390869 0 0 0
1158 0.006338707637041807 4.843412399291992 0 0 0
1159 0.006328053772449493 4.844265937805176 0 0 0
1160 0.006317280698567629 4.845165729522705 0 0 0
1161 0.0063065579161047935 4.846062183380127 0 0 0
1162 0.0062959943898022175 4.846899032592773 0 0 0
1163 0.006285309791564941 4.847829818725586 0 0 0
1164 0.006274701561778784 4.848767280578613 0 0 0
1165 0.006264153867959976 4.849644184112549 0 0 0
1166 0.0062535605393350124 4.850536346435547 0 0 0
1167 0.006242992356419563 4.8514885902404785 0 0 0
1168 0.006232581567019224 4.852358818054199 0 0 0
1169 0.006221987772732973 4.853221893310547 0 0 0
1170 0.006211547181010246 4.854178428649902 0 0 0
1171 0.006201167590916157 4.855047225952148 0 0 0
1172 0.006190727464854717 4.855893135070801 0 0 0
1173 0.006180307362228632 4.8568034172058105 0 0 0
1174 0.006170043721795082 4.857706069946289 0 0 0
1175 0.006159703712910414 4.858582019805908 0 0 0
1176 0.00614933529868722 4.8594651222229 0 0 0
1177 0.0061390819028019905 4.860394477844238 0 0 0
1178 0.006128821987658739 4.861274242401123 0 0 0
1179 0.006118606775999069 4.862060070037842 0 0 0
1180 0.006108365952968597 4.863024711608887 0 0 0
1181 0.006098228041082621 4.863925933837891 0 0 0
1182 0.006088061258196831 4.864744186401367 0 0 0
1183 0.006077892612665892 4.86562442779541 0 0 0
1184 0.006067803129553795 4.86652946472168 0 0 0
1185 0.006057749968022108 4.867386341094971 0 0 0
1186 0.006047660950571299 4.868265628814697 0 0 0
1187 0.0060376073233783245 4.869169235229492 0 0 0
1188 0.006027706898748875 4.870029449462891 0 0 0
1189 0.006017670501023531 4.870930194854736 0 0 0
1190 0.006007731892168522 4.871841907501221 0 0 0
1191 0.00599783007055521 4.872680187225342 0 0 0
1192 0.005987850483506918 4.873572826385498 0 0 0
1193 0.005978007800877094 4.874485015869141 0 0 0
1194 0.005968180485069752 4.8753132820129395 0 0 0
1195 0.0059582870453596115 4.876212120056152 0 0 0
1196 0.005948478821665049 4.877121448516846 0 0 0
1197 0.005938718095421791 4.877986907958984 0 0 0
1198 0.005928912200033665 4.878849029541016 0 0 0
1199 0.005919158924371004 4.879734516143799 0 0 0
1200 0.005909498315304518 4.880564212799072 9710 18 272
1201 0.005899755749851465 4.881421089172363 0 0 0
1202 0.00589004484936595 4.882298469543457 0 0 0
1203 0.0058804466389119625 4.883119583129883 0 0 0
1204 0.00587076973170042 4.883971214294434 0 0 0
1205 0.005861138924956322 4.884888648986816 0 0 0
1206 0.005851605907082558 4.8857808113098145 0 0 0
1207 0.005842035636305809 4.886665344238281 0 0 0
1208 0.005832447204738855 4.887516021728516 0 0 0
1209 0.005822973325848579 4.888406753540039 0 0 0
1210 0.0058134449645876884 4.889278411865234 0 0 0
1211 0.005804030690342188 4.890094757080078 0 0 0
1212 0.005794520955532789 4.891002655029297 0 0 0
1213 0.005785142071545124 4.891870021820068 0 0 0
1214 0.005775743629783392 4.892671585083008 0 0 0
1215 0.005766292568296194 4.893587589263916 0 0 0
1216 0.005756997037678957 4.894436359405518 0 0 0
1217 0.005747664254158735 4.89528751373291 0 0 0
1218 0.005738320294767618 4.8962178230285645 0 0 0
1219 0.0057289679534733295 4.8970441818237305 0 0 0
1220 0.005719735752791166 4.897814750671387 0 0 0
1221 0.005710476078093052 4.898712158203125 0 0 0
1222 0.005701208487153053 4.899605751037598 0 0 0
1223 0.005692014470696449 4.900417327880859 0 0 0
1224 0.005682846065610647 4.901270389556885 0 0 0
1225 0.005673664156347513 4.902159690856934 0 0 0
1226 0.00566452369093895 4.9030046463012695 0 0 0
1227 0.00565538601949811 4.903846740722656 0 0 0
1228 0.005646286997944117 4.904731273651123 0 0 0
1229 0.005637237336486578 4.905585289001465 0 0 0
1230 0.005628201644867659 4.906423091888428 0 0 0
1231 0.005619089584797621 4.907273292541504 0 0 0
1232 0.005610121414065361 4.908158302307129 0 0 0
1233 0.005601152777671814 4.908985137939453 0 0 0
1234 0.005592115689069033 4.909804344177246 0 0 0
1235 0.005583175458014011 4.910676956176758 0 0 0
1236 0.005574267357587814 4.9115447998046875 0 0 0
1237 0.005565343424677849 4.912328720092773 0 0 0
1238 0.005556427873671055 4.91319465637207 0 0 0
1239 0.005547577515244484 4.914097785949707 0 0 0
1240 0.005538757890462875 4.914887428283691 0 0 0
1241 0.005529886111617088 4.915744781494141 0 0 0
1242 0.00552105950191617 4.916613578796387 0 0 0
1243 0.005512285977602005 4.9174485206604 0 0 0
1244 0.00550352456048131 4.91829776763916 0 0 0
1245 0.005494789220392704 4.9191389083862305 0 0 0
1246 0.005486070178449154 4.920018196105957 0 0 0
1247 0.005477334372699261 4.920833587646484 0 0 0
1248 0.0054686241783201694 4.921653747558594 0 0 0
1249 0.00545995170250535 4.922529697418213 0 0 0
1250 0.005451315548270941 4.923375606536865 0 0 0
1251 0.005442694760859013 4.924210548400879 0 0 0
1252 0.0054341270588338375 4.925030708312988 0 0 0
1253 0.005425519309937954 4.925878524780273 0 0 0
1254 0.0054169404320418835 4.926723480224609 0 0 0
1255 0.005408372264355421 4.92755126953125 0 0 0
1256 0.005399862304329872 4.92842960357666 0 0 0
1257 0.005391330923885107 4.929292678833008 0 0 0
1258 0.005382890813052654 4.9300971031188965 0 0 0
1259 0.005374392494559288 4.930937767028809 0 0 0
1260 0.005365929566323757 4.9318084716796875 0 0 0
1261 0.005357497371733189 4.932635307312012 0 0 0
1262 0.005349069833755493 4.933441162109375 0 0 0
1263 0.005340668372809887 4.934308052062988 0 0 0
1264 0.005332326982170343 4.935122013092041 0 0 0
1265 0.005323922261595726 4.935980796813965 0 0 0
1266 0.005315604619681835 4.936825752258301 0 0 0
1267 0.005307294428348541 4.937668800354004 0 0 0
1268 0.005298993084579706 4.938506126403809 0 0 0
1269 0.005290703848004341 4.939282417297363 0 0 0
1270 0.0052824425511062145 4.940159797668457 0 0 0
1271 0.005274209193885326 4.940976142883301 0 0 0
1272 0.005265946965664625 4.941786289215088 0 0 0
1273 0.005257745739072561 4.942620277404785 0 0 0
1274 0.005249585956335068 4.9434003829956055 0 0 0
1275 0.005241365637630224 4.944247245788574 0 0 0
1276 0.005233163479715586 4.945098400115967 0 0 0
1277 0.005225045140832663 4.945937633514404 0 0 0
1278 0.005216960795223713 4.946776390075684 0 0 0
1279 0.0052088722586631775 4.947556495666504 0 0 0
1280 0.005200753919780254 4.948396682739258 0 0 0
1281 0.005192684009671211 4.9492082595825195 0 0 0
1282 0.005184615962207317 4.95003604888916 0 0 0
1283 0.0051766070537269115 4.950900554656982 0 0 0
1284 0.00516856973990798 4.951713562011719 0 0 0
1285 0.005160609260201454 4.952513217926025 0 0 0
1286 0.0051526036113500595 4.953341484069824 0 0 0
1287 0.005144634749740362 4.954165458679199 0 0 0
1288 0.005136694293469191 4.95497989654541 0 0 0
1289 0.005128795281052589 4.955829620361328 0 0 0
1290 0.005120875779539347 4.956629276275635 0 0 0
1291 0.005113000050187111 4.957437515258789 0 0 0
1292 0.005105164367705584 4.9582648277282715 0 0 0
1293 0.005097267217934132 4.959109783172607 0 0 0
1294 0.005089444573968649 4.9599080085754395 0 0 0
1295 0.005081625655293465 4.960709571838379 0 0 0
1296 0.005073783919215202 4.961585998535156 0 0 0
1297 0.00506600271910429 4.962398052215576 0 0 0
1298 0.0050582545809447765 4.963181495666504 0 0 0
1299 0.005050504580140114 4.964049339294434 0 0 0
1300 0.005042792297899723 4.964885711669922 9751 22 227
1301 0.00503505440428853 4.965663909912109 0 0 0
1302 0.005027336534112692 4.966494083404541 0 0 0
1303 0.005019703414291143 4.967337608337402 0 0 0
1304 0.005012038163840771 4.968131065368652 0 0 0
1305 0.005004392005503178 4.968921661376953 0 0 0
1306 0.004996738396584988 4.969766616821289 0 0 0
1307 0.004989137873053551 4.970546722412109 0 0 0
1308 0.004981544800102711 4.971324443817139 0 0 0
1309 0.004973973613232374 4.9721479415893555 0 0 0
1310 0.004966397769749165 4.972970008850098 0 0 0
1311 0.004958848934620619 4.973798751831055 0 0 0
1312 0.0049513219855725765 4.974603176116943 0 0 0
1313 0.004943828098475933 4.97542667388916 0 0 0
1314 0.00493629090487957 4.976252555847168 0 0 0
1315 0.004928787238895893 4.977032661437988 0 0 0
1316 0.004921363200992346 4.977869987487793 0 0 0
1317 0.004913940094411373 4.978671073913574 0 0 0
1318 0.004906438756734133 4.979454040527344 0 0 0
1319 0.004899058490991592 4.980265140533447 0 0 0
1320 0.004891664255410433 4.981076240539551 0 0 0
1321 0.004884292371571064 4.981899261474609 0 0 0
1322 0.004876892548054457 4.982734680175781 0 0 0
1323 0.004869584459811449 4.983536243438721 0 0 0
1324 0.004862258676439524 4.984311103820801 0 0 0
1325 0.004854896571487188 4.985096454620361 0 0 0
1326 0.004847642965614796 4.98593807220459 0 0 0
1327 0.004840350244194269 4.986775875091553 0 0 0
1328 0.004833033308386803 4.9875898361206055 0 0 0
1329 0.004825780168175697 4.9883856773376465 0 0 0
1330 0.00481854984536767 4.989219665527344 0 0 0
1331 0.0048112934455275536 4.990048408508301 0 0 0
1332 0.004804076161235571 4.990856170654297 0 0 0
1333 0.004796905443072319 4.991645336151123 0 0 0
1334 0.004789759870618582 4.9924492835998535 0 0 0
1335 0.00478252861648798 4.9932708740234375 0 0 0
1336 0.004775439854711294 4.994043827056885 0 0 0
1337 0.004768262151628733 4.994867324829102 0 0 0
1338 0.0047611333429813385 4.995718955993652 0 0 0
1339 0.004754038527607918 4.996514320373535 0 0 0
1340 0.004746937658637762 4.997296333312988 0 0 0
1341 0.004739856813102961 4.998116970062256 0 0 0
1342 0.004732825327664614 4.998913288116455 0 0 0
1343 0.004725764971226454 4.999700546264648 0 0 0
1344 0.0047187102027237415 5.000506401062012 0 0 0
1345 0.004711712244898081 5.001308441162109 0 0 0
1346 0.004704740364104509 5.00209903717041 0 0 0
1347 0.004697755910456181 5.002877235412598 0 0 0
1348 0.004690780770033598 5.003673553466797 0 0 0
1349 0.004683798644691706 5.004494667053223 0 0 0
1350 0.004676900338381529 5.005275249481201 0 0 0
1351 0.004669966176152229 5.0060529708862305 0 0 0
1352 0.004663047846406698 5.00681209564209 0 0 0
1353 0.00465617049485445 5.007593154907227 0 0 0
1354 0.004649247508496046 5.008379936218262 0 0 0
1355 0.004642406012862921 5.009169578552246 0 0 0
1356 0.00463554123416543 5.009978771209717 0 0 0
1357 0.004628723952919245 5.010761260986328 0 0 0
1358 0.004621909465640783 5.011544227600098 0 0 0
1359 0.0046150824055075645 5.012366771697998 0 0 0
1360 0.004608283285051584 5.013161659240723 0 0 0
1361 0.004601516295224428 5.013935089111328 0 0 0
1362 0.004594706930220127 5.01469087600708 0 0 0
1363 0.004587994888424873 5.015475273132324 0 0 0
1364 0.004581259563565254 5.0162553787231445 0 0 0
1365 0.004574546590447426 5.017022132873535 0 0 0
1366 0.004567801021039486 5.017791748046875 0 0 0
1367 0.004561129957437515 5.018583297729492 0 0 0
1368 0.004554461687803268 5.019343376159668 0 0 0
1369 0.004547777120023966 5.020137786865234 0 0 0
1370 0.00454111909493804 5.020938873291016 0 0 0
1371 0.004534505773335695 5.021714210510254 0 0 0
1372 0.004527879413217306 5.022500514984131 0 0 0
1373 0.004521260038018227 5.023320198059082 0 0 0
1374 0.004514659289270639 5.024059295654297 0 0 0
1375 0.004508103709667921 5.024825572967529 0 0 0
1376 0.004501510877162218 5.025608539581299 0 0 0
1377 0.004494962748140097 5.026362419128418 0 0 0
1378 0.00448843976482749 5.0271711349487305 0 0 0
1379 0.004481904674321413 5.02794885635376 0 0 0
1380 0.004475404042750597 5.028724193572998 0 0 0
1381 0.004468895960599184 5.029533863067627 0 0 0
1382 0.004462385084480047 5.030292510986328 0 0 0
1383 0.004455922171473503 5.03109073638916 0 0 0
1384 0.004449429921805859 5.031863689422607 0 0 0
1385 0.004443041048943996 5.032601356506348 0 0 0
1386 0.00443659070879221 5.033377647399902 0 0 0
1387 0.004430162720382214 5.0341339111328125 0 0 0
1388 0.0044237845577299595 5.034934043884277 0 0 0
1389 0.004417392425239086 5.035706043243408 0 0 0
1390 0.004411006346344948 5.036457538604736 0 0 0
1391 0.004404628649353981 5.037259101867676 0 0 0
1392 0.004398266784846783 5.038027763366699 0 0 0
1393 0.004391924943774939 5.038787841796875 0 0 0
1394 0.004385604988783598 5.039565086364746 0 0 0
1395 0.004379282705485821 5.04033088684082 0 0 0
1396 0.004373020026832819 5.041088104248047 0 0 0
1397 0.004366711713373661 5.041871070861816 0 0 0
1398 0.004360439255833626 5.04267692565918 0 0 0
1399 0.004354169126600027 5.043430805206299 0 0 0
1400 0.0043479278683662415 5.0441813468933105 9798 16 186
1401 0.00434169452637434 5.044989585876465 0 0 0
1402 0.004335467703640461 5.0457563400268555 0 0 0
1403 0.004329267889261246 5.046539306640625 0 0 0
1404 0.004322999622672796 5.04728364944458 0 0 0
1405 0.004316831473261118 5.048041820526123 0 0 0
1406 0.004310680087655783 5.048794746398926 0 0 0
1407 0.0043045226484537125 5.049511909484863 0 0 0
1408 0.004298362415283918 5.050299644470215 0 0 0
1409 0.004292255267500877 5.051095008850098 0 0 0
1410 0.004286117851734161 5.051835060119629 0 0 0
1411 0.004280015826225281 5.0525736808776855 0 0 0
1412 0.0042738839983940125 5.053370475769043 0 0 0
1413 0.004267839714884758 5.054165840148926 0 0 0
1414 0.004261733964085579 5.054909706115723 0 0 0
1415 0.004255672916769981 5.055669784545898 0 0 0
1416 0.004249629098922014 5.05643367767334 0 0 0
1417 0.0042435843497514725 5.057168006896973 0 0 0
1418 0.004237595945596695 5.057919502258301 0 0 0
1419 0.00423157075420022 5.058705806732178 0 0 0
1420 0.004225586075335741 5.059463024139404 0 0 0
1421 0.004219557624310255 5.060213565826416 0 0 0
1422 0.004213585518300533 5.060957908630371 0 0 0
1423 0.004207625053822994 5.0617241859436035 0 0 0
1424 0.0042017195373773575 5.0624847412109375 0 0 0
1425 0.004195784218609333 5.063247203826904 0 0 0
1426 0.004189831204712391 5.064013957977295 0 0 0
1427 0.0041839443147182465 5.06475830078125 0 0 0
1428 0.004178020171821117 5.065496444702148 0 0 0
1429 0.004172113724052906 5.066261291503906 0 0 0
1430 0.004166277591139078 5.067026138305664 0 0 0
1431 0.004160383250564337 5.0677947998046875 0 0 0
1432 0.004154522903263569 5.068531513214111 0 0 0
1433 0.004148710519075394 5.069302558898926 0 0 0
1434 0.004142843186855316 5.070043563842773 0 0 0
1435 0.004137028940021992 5.0707783699035645 0 0 0
1436 0.004131220746785402 5.071551322937012 0 0 0
1437 0.0041254302486777306 5.072317600250244 0 0 0
1438 0.004119637422263622 5.0730977058410645 0 0 0
1439 0.004113880451768637 5.073864459991455 0 0 0
1440 0.0041080801747739315 5.074599742889404 0 0 0
1441 0.004102382343262434 5.075339317321777 0 0 0
1442 0.004096634220331907 5.076086044311523 0 0 0
1443 0.004090858623385429 5.076832294464111 0 0 0
1444 0.004085156600922346 5.077588081359863 0 0 0
1445 0.004079436417669058 5.078327178955078 0 0 0
1446 0.004073771648108959 5.079067230224609 0 0 0
1447 0.004068050999194384 5.079840183258057 0 0 0
1448 0.004062400199472904 5.0805816650390625 0 0 0
1449 0.004056693986058235 5.081341743469238 0 0 0
1450 0.004051033407449722 5.082082748413086 0 0 0
1451 0.004045441281050444 5.082809925079346 0 0 0
1452 0.00403981376439333 5.083561897277832 0 0 0
1453 0.004034162033349276 5.084318161010742 0 0 0
1454 0.004028545692563057 5.0850934982299805 0 0 0
1455 0.0040229931473731995 5.085838794708252 0 0 0
1456 0.0040173777379095554 5.086588382720947 0 0 0
1457 0.004011826124042273 5.087333679199219 0 0 0
1458 0.00400623818859458 5.088041305541992 0 0 0
1459 0.004000706598162651 5.088797092437744 0 0 0
1460 0.003995163831859827 5.089550971984863 0 0 0
1461 0.003989637363702059 5.090248107910156 0 0 0
1462 0.003984107635915279 5.091006278991699 0 0 0
1463 0.003978603053838015 5.091769218444824 0 0 0
1464 0.0039731222204864025 5.092498779296875 0 0 0
1465 0.003967635799199343 5.093270778656006 0 0 0
1466 0.003962134942412376 5.094025611877441 0 0 0
1467 0.003956695087254047 5.094756126403809 0 0 0
1468 0.003951241262257099 5.095494270324707 0 0 0
1469 0.003945755306631327 5.0962066650390625 0 0 0
1470 0.003940346650779247 5.096965789794922 0 0 0
1471 0.003934919834136963 5.097695350646973 0 0 0
1472 0.003929505590349436 5.098429203033447 0 0 0
1473 0.003924070857465267 5.099177837371826 0 0 0
1474 0.00391869992017746 5.099923133850098 0 0 0
1475 0.0039133536629378796 5.100674629211426 0 0 0
1476 0.0039079743437469006 5.101409435272217 0 0 0
1477 0.0039026173762977123 5.102150917053223 0 0 0
1478 0.003897263901308179 5.102863311767578 0 0 0
1479 0.0038919260259717703 5.103594779968262 0 0 0
1480 0.0038866125978529453 5.104317665100098 0 0 0
1481 0.0038812877610325813 5.105015754699707 0 0 0
1482 0.0038759869057685137 5.10576868057251 0 0 0
1483 0.003870669286698103 5.106513023376465 0 0 0
1484 0.003865403588861227 5.107213020324707 0 0 0
1485 0.003860143944621086 5.107987880706787 0 0 0
1486 0.003854823997244239 5.108752250671387 0 0 0
1487 0.003849561559036374 5.109499931335449 0 0 0
1488 0.00384433357976377 5.110230922698975 0 0 0
1489 0.0038390958216041327 5.110965728759766 0 0 0
1490 0.0038338990416377783 5.111705303192139 0 0 0
1491 0.003828680142760277 5.112401962280273 0 0 0
1492 0.003823482897132635 5.1131181716918945 0 0 0
1493 0.003818224184215069 5.113839149475098 0 0 0
1494 0.0038130725733935833 5.114560604095459 0 0 0
1495 0.003807910019531846 5.115274906158447 0 0 0
1496 0.003802755381911993 5.11602258682251 0 0 0
1497 0.00379761029034853 5.116793632507324 0 0 0
1498 0.0037924416828900576 5.117504119873047 0 0 0
1499 0.0037873066030442715 5.118237495422363 0 0 0
1500 0.003782177111133933 5.118989944458008 9806 23 171
1501 0.0037770667113363743 5.1197028160095215 0 0 0
1502 0.0037719462998211384 5.120461463928223 0 0 0
1503 0.003766875248402357 5.121161460876465 0 0 0
1504 0.003761779284104705 5.121862888336182 0 0 0
1505 0.003756684949621558 5.12258243560791 0 0 0
1506 0.003751620650291443 5.123285293579102 0 0 0
1507 0.0037465819623321295 5.124030113220215 0 0 0
1508 0.003741531865671277 5.124776840209961 0 0 0
1509 0.0037364980671554804 5.125496864318848 0 0 0
1510 0.0037314530927687883 5.12624979019165 0 0 0
1511 0.003726459573954344 5.1269659996032715 0 0 0
1512 0.003721455577760935 5.127683162689209 0 0 0
1513 0.0037164485547691584 5.128425598144531 0 0 0
1514 0.00371144013479352 5.1291093826293945 0 0 0
1515 0.0037064645439386368 5.129833698272705 0 0 0
1516 0.0037015073467046022 5.130549430847168 0 0 0
1517 0.0036965429317206144 5.131258964538574 0 0 0
1518 0.003691599238663912 5.132019996643066 0 0 0
1519 0.003686649724841118 5.132734298706055 0 0 0
1520 0.0036817267537117004 5.133439540863037 0 0 0
1521 0.003676807740703225 5.13417911529541 0 0 0
1522 0.003671892685815692 5.134884834289551 0 0 0
1523 0.0036669871769845486 5.135625839233398 0 0 0
1524 0.003662069793790579 5.1363372802734375 0 0 0
1525 0.0036572010722011328 5.137047290802002 0 0 0
1526 0.0036523446906358004 5.137796878814697 0 0 0
1527 0.00364741706289351 5.138492584228516 0 0 0
1528 0.0036425490397959948 5.13918924331665 0 0 0
1529 0.0036377282813191414 5.139913082122803 0 0 0
1530 0.003632903564721346 5.140620708465576 0 0 0
1531 0.0036281028296798468 5.141347885131836 0 0 0
1532 0.0036232469137758017 5.14209508895874 0 0 0
1533 0.003618415677919984 5.142780780792236 0 0 0
1534 0.0036136191338300705 5.143514156341553 0 0 0
1535 0.0036088167689740658 5.144219875335693 0 0 0
1536 0.0036040483973920345 5.144928932189941 0 0 0
1537 0.0035992797929793596 5.145664215087891 0 0 0
1538 0.0035944946575909853 5.146359443664551 0 0 0
1539 0.0035897663328796625 5.147101402282715 0 0 0
1540 0.0035849963314831257 5.147829055786133 0 0 0
1541 0.003580223536118865 5.148525238037109 0 0 0
1542 0.003575511509552598 5.149227142333984 0 0 0
1543 0.0035707689821720123 5.149909019470215 0 0 0
1544 0.0035660513676702976 5.150626182556152 0 0 0
1545 0.003561334917321801 5.151360511779785 0 0 0
1546 0.003556682262569666 5.152060508728027 0 0 0
1547 0.0035519541706889868 5.152791500091553 0 0 0
1548 0.003547309199348092 5.153520107269287 0 0 0
1549 0.0035426029935479164 5.15422248840332 0 0 0
1550 0.003537974553182721 5.15492057800293 0 0 0
1551 0.0035332762636244297 5.155637741088867 0 0 0
1552 0.003528689034283161 5.156347274780273 0 0 0
1553 0.0035240172874182463 5.157039165496826 0 0 0
1554 0.0035193786025047302 5.157771110534668 0 0 0
1555 0.00351478299126029 5.1584906578063965 0 0 0
1556 0.003510171314701438 5.159194469451904 0 0 0
1557 0.003505544038489461 5.159904479980469 0 0 0
1558 0.00350096239708364 5.160593509674072 0 0 0
1559 0.003496356774121523 5.161314010620117 0 0 0
1560 0.003491789335384965 5.161999702453613 0 0 0
1561 0.003487244015559554 5.162693500518799 0 0 0
1562 0.0034826521296054125 5.163450241088867 0 0 0
1563 0.003478115191683173 5.164126873016357 0 0 0
1564 0.003473581513389945 5.164823532104492 0 0 0
1565 0.003469017567113042 5.1655378341674805 0 0 0
1566 0.0034645211417227983 5.1662116050720215 0 0 0
1567 0.0034599846694618464 5.166948318481445 0 0 0
1568 0.0034554656594991684 5.167655944824219 0 0 0
1569 0.0034509713295847178 5.1683549880981445 0 0 0
1570 0.0034464539494365454 5.169088363647461 0 0 0
1571 0.0034419833682477474 5.169776916503906 0 0 0
1572 0.0034374974202364683 5.170464038848877 0 0 0
1573 0.003433020319789648 5.171184062957764 0 0 0
1574 0.0034285641741007566 5.171895503997803 0 0 0
1575 0.00342412362806499 5.172578811645508 0 0 0
1576 0.003419713117182255 5.173288345336914 0 0 0
1577 0.0034152748994529247 5.173999309539795 0 0 0
1578 0.0034107977990061045 5.174699306488037 0 0 0
1579 0.0034063670318573713 5.175405502319336 0 0 0
1580 0.0034019984304904938 5.176084518432617 0 0 0
1581 0.003397575346753001 5.176791191101074 0 0 0
1582 0.0033931962680071592 5.177485466003418 0 0 0
1583 0.0033888141624629498 5.178166389465332 0 0 0
1584 0.0033844448626041412 5.178886413574219 0 0 0
1585 0.0033800697419792414 5.179572105407715 0 0 0
1586 0.0033756643533706665 5.18025016784668 0 0 0
1587 0.0033713201992213726 5.180968284606934 0 0 0
1588 0.0033669883850961924 5.181671619415283 0 0 0
