dataset: ../datasets/oct_1_newline/16_dogs_worms.txt
seed: 2839245904
sequence_length: 6
sentence_length: 6
n_classes: 53
embedding_dim: 16
feedforward_dim: 64
n_blocks: 2
n_heads: 2
k_dim: 4
v_dim: 4
batch_size: 64
n_epochs: 1000
learning_rate: 0.001

epoch, train_loss, test_loss
0 4.297218322753906 4.306673049926758
1 4.2348103523254395 4.248950481414795
2 4.178128719329834 4.196832180023193
3 4.1267991065979 4.149867534637451
4 4.08038854598999 4.107450485229492
5 4.037887096405029 4.068731307983398
6 3.9983794689178467 4.033141136169434
7 3.9613969326019287 3.999992609024048
8 3.9263713359832764 3.9687423706054688
9 3.8927254676818848 3.9388842582702637
10 3.8601391315460205 3.9099574089050293
11 3.8285434246063232 3.8816864490509033
12 3.797433853149414 3.8539462089538574
13 3.766796827316284 3.8267438411712646
14 3.7364184856414795 3.8000893592834473
15 3.706047773361206 3.774080753326416
16 3.6757028102874756 3.7486093044281006
17 3.645339250564575 3.7235445976257324
18 3.614969253540039 3.6987860202789307
19 3.5842690467834473 3.674272060394287
20 3.5532634258270264 3.6499531269073486
21 3.5220372676849365 3.625953197479248
22 3.490727186203003 3.6023449897766113
23 3.459244966506958 3.579103469848633
24 3.4275758266448975 3.556285858154297
25 3.395841598510742 3.5339291095733643
26 3.3639791011810303 3.5120480060577393
27 3.332003116607666 3.490772008895874
28 3.2998626232147217 3.4699745178222656
29 3.2672982215881348 3.449500799179077
30 3.234872579574585 3.429302215576172
31 3.2023262977600098 3.409208297729492
32 3.1695985794067383 3.3892014026641846
33 3.136770486831665 3.3694396018981934
34 3.103780746459961 3.349898099899292
35 3.071120500564575 3.330631971359253
36 3.0383880138397217 3.3116514682769775
37 3.0057523250579834 3.292968273162842
38 2.9727046489715576 3.274505615234375
39 2.939429998397827 3.256155014038086
40 2.906036853790283 3.2378592491149902
41 2.872652530670166 3.2196426391601562
42 2.839200973510742 3.2016961574554443
43 2.805536985397339 3.1840898990631104
44 2.7717185020446777 3.166807174682617
45 2.7375752925872803 3.1497817039489746
46 2.7031571865081787 3.1330885887145996
47 2.6686761379241943 3.1166646480560303
48 2.6342127323150635 3.1007018089294434
49 2.5998120307922363 3.0852785110473633
50 2.565423011779785 3.0703492164611816
51 2.5311076641082764 3.0558602809906006
52 2.497370481491089 3.0415358543395996
53 2.463629722595215 3.027132987976074
54 2.4298436641693115 3.0129189491271973
55 2.3960113525390625 2.999020576477051
56 2.3623850345611572 2.9858593940734863
57 2.328606605529785 2.973609209060669
