dataset: ../datasets/oct_1_newline/64_dogs_worms.txt
seed: 413658066
sequence_length: 6
sentence_length: 6
n_classes: 53
embedding_dim: 16
feedforward_dim: 64
n_blocks: 2
n_heads: 2
k_dim: 4
v_dim: 4
batch_size: 64
n_epochs: 6000
learning_rate: 0.001

epoch, train_loss, test_loss
0 4.623586177825928 4.626691818237305
1 4.535128116607666 4.540706634521484
2 4.450702667236328 4.458599090576172
3 4.370805263519287 4.381063461303711
4 4.295485019683838 4.308071136474609
5 4.2252068519592285 4.240283012390137
6 4.160062313079834 4.177717685699463
7 4.0995378494262695 4.119722366333008
8 4.04345703125 4.06610107421875
9 3.9916794300079346 4.016498565673828
10 3.943614959716797 3.9703774452209473
11 3.8990981578826904 3.927438259124756
12 3.8574063777923584 3.8872876167297363
13 3.818499803543091 3.8496551513671875
14 3.782106876373291 3.8142690658569336
15 3.7481720447540283 3.7810754776000977
16 3.7158470153808594 3.749807357788086
17 3.685157537460327 3.7202508449554443
18 3.6555423736572266 3.692016124725342
19 3.627225637435913 3.665231943130493
20 3.5999221801757812 3.639608144760132
21 3.573612928390503 3.6151084899902344
22 3.547877550125122 3.591411590576172
23 3.5224978923797607 3.5682220458984375
24 3.4975342750549316 3.5454792976379395
25 3.4727566242218018 3.5228781700134277
26 3.447787046432495 3.500197410583496
27 3.422325849533081 3.477224349975586
28 3.3962059020996094 3.453850507736206
29 3.3693063259124756 3.429896593093872
30 3.3416099548339844 3.4054620265960693
31 3.3131415843963623 3.3805618286132812
32 3.2841453552246094 3.3553695678710938
33 3.254819631576538 3.3301656246185303
34 3.225295305252075 3.30513596534729
35 3.1960179805755615 3.2804994583129883
36 3.1671760082244873 3.256338119506836
37 3.138763189315796 3.2326908111572266
38 3.110426425933838 3.2094221115112305
39 3.082517623901367 3.1864399909973145
40 3.0545191764831543 3.1635470390319824
41 3.026585340499878 3.1405532360076904
42 2.9986777305603027 3.1175174713134766
43 2.9706168174743652 3.094484329223633
44 2.9422645568847656 3.0713303089141846
45 2.9136295318603516 3.0480260848999023
46 2.884990692138672 3.0248022079467773
47 2.8564810752868652 3.001692056655884
48 2.828160285949707 2.9788565635681152
49 2.800210952758789 2.956313371658325
50 2.772672414779663 2.9339957237243652
51 2.745389938354492 2.911825656890869
52 2.7182629108428955 2.8897218704223633
53 2.6912314891815186 2.8676366806030273
54 2.6642816066741943 2.845576286315918
55 2.637514114379883 2.8235201835632324
56 2.61096453666687 2.8015503883361816
57 2.585049867630005 2.7798843383789062
58 2.5597095489501953 2.758598566055298
59 2.534785270690918 2.737638473510742
60 2.510240316390991 2.7169735431671143
61 2.4861326217651367 2.696613311767578
62 2.46244215965271 2.6764907836914062
63 2.4391629695892334 2.6566786766052246
64 2.416203260421753 2.637185573577881
65 2.3936667442321777 2.6180381774902344
66 2.371534824371338 2.5992445945739746
67 2.349703073501587 2.5806899070739746
68 2.3281216621398926 2.562262773513794
69 2.3067314624786377 2.5438690185546875
70 2.2854557037353516 2.5254735946655273
71 2.264293909072876 2.5071282386779785
72 2.2433197498321533 2.488914728164673
73 2.2226147651672363 2.4709455966949463
74 2.2022271156311035 2.4532949924468994
75 2.182241439819336 2.4360032081604004
76 2.1625728607177734 2.419135808944702
77 2.143193244934082 2.402724266052246
78 2.124210834503174 2.3867440223693848
79 2.1054744720458984 2.3712105751037598
80 2.0870137214660645 2.3560829162597656
81 2.0688297748565674 2.3413071632385254
82 2.050837755203247 2.3268258571624756
83 2.033141613006592 2.3126955032348633
84 2.0157694816589355 2.298949718475342
85 1.9986485242843628 2.285587787628174
86 1.9818317890167236 2.2725462913513184
87 1.9652928113937378 2.2597944736480713
88 1.9490032196044922 2.2472891807556152
89 1.9330676794052124 2.235023021697998
90 1.9174076318740845 2.2229995727539062
91 1.9020328521728516 2.2112233638763428
92 1.8869190216064453 2.1996610164642334
93 1.8720734119415283 2.188340187072754
94 1.8574856519699097 2.177248954772949
95 1.8431144952774048 2.1663317680358887
96 1.829005479812622 2.1556453704833984
97 1.8151062726974487 2.145148277282715
98 1.8014503717422485 2.134829044342041
99 1.7880042791366577 2.1245975494384766
100 1.7747353315353394 2.114417552947998
101 1.7616771459579468 2.104379892349243
102 1.7488723993301392 2.0946054458618164
103 1.7362829446792603 2.0851590633392334
104 1.7238963842391968 2.076070547103882
105 1.7116855382919312 2.0672807693481445
106 1.6996713876724243 2.0587711334228516
107 1.6878455877304077 2.050464630126953
108 1.676176905632019 2.042320728302002
109 1.6647108793258667 2.0343236923217773
110 1.6533918380737305 2.0264201164245605
111 1.6422134637832642 2.0186009407043457
112 1.6312230825424194 2.010896921157837
113 1.6204149723052979 2.0033273696899414
114 1.6097685098648071 1.995927333831787
115 1.5992523431777954 1.9887069463729858
116 1.5888713598251343 1.98166823387146
117 1.5786527395248413 1.974855661392212
118 1.5686112642288208 1.9682310819625854
119 1.5586875677108765 1.9615685939788818
120 1.5489084720611572 1.9549927711486816
121 1.539284110069275 1.9485794305801392
122 1.529779076576233 1.9423651695251465
123 1.520359992980957 1.9364408254623413
124 1.5110701322555542 1.9308104515075684
125 1.5018898248672485 1.9252831935882568
126 1.4927927255630493 1.9196947813034058
127 1.4838247299194336 1.9141873121261597
128 1.4749656915664673 1.9090211391448975
129 1.4662096500396729 1.9039145708084106
130 1.4575763940811157 1.898996114730835
131 1.4490265846252441 1.89445960521698
132 1.4405170679092407 1.8898708820343018
133 1.432079792022705 1.885643482208252
134 1.4237415790557861 1.881455659866333
135 1.4154530763626099 1.8772664070129395
136 1.407240629196167 1.8730394840240479
137 1.3991060256958008 1.8690263032913208
138 1.3910630941390991 1.8652948141098022
139 1.3830817937850952 1.8617384433746338
140 1.3751801252365112 1.858400583267212
141 1.367357850074768 1.8551114797592163
142 1.3595857620239258 1.8518788814544678
143 1.3519166707992554 1.8487074375152588
144 1.3443187475204468 1.8457305431365967
145 1.3367570638656616 1.8429189920425415
146 1.3292583227157593 1.8399760723114014
147 1.3218344449996948 1.8371527194976807
148 1.3144639730453491 1.83441162109375
149 1.3071751594543457 1.8317971229553223
150 1.2999356985092163 1.8294920921325684
151 1.292799949645996 1.8275058269500732
152 1.285730004310608 1.825213074684143
153 1.2788889408111572 1.8236243724822998
154 1.2724717855453491 1.8209803104400635
155 1.266318678855896 1.8211307525634766
156 1.2596811056137085 1.8178207874298096
157 1.2517191171646118 1.8169019222259521
158 1.2445802688598633 1.8146581649780273
159 1.2388842105865479 1.812567949295044
160 1.2324931621551514 1.8123080730438232
161 1.2250126600265503 1.809314489364624
162 1.2186006307601929 1.8083245754241943
163 1.212931513786316 1.808861494064331
164 1.2063020467758179 1.8067340850830078
165 1.1992835998535156 1.8058321475982666
166 1.1933882236480713 1.8052468299865723
167 1.1875396966934204 1.8035765886306763
168 1.180880069732666 1.8035215139389038
169 1.1743828058242798 1.8025879859924316
170 1.1685752868652344 1.8018527030944824
171 1.1626958847045898 1.8019657135009766
172 1.1563133001327515 1.8003873825073242
173 1.1500548124313354 1.8001940250396729
174 1.1441490650177002 1.8004143238067627
175 1.1383533477783203 1.8001774549484253
176 1.132407784461975 1.8005154132843018
177 1.126471757888794 1.7996923923492432
178 1.1204332113265991 1.7995548248291016
179 1.1145086288452148 1.7992217540740967
180 1.108667016029358 1.7993096113204956
181 1.102900743484497 1.7994846105575562
182 1.0972856283187866 1.7996726036071777
183 1.0919194221496582 1.800370216369629
184 1.0870492458343506 1.8009872436523438
185 1.0822412967681885 1.8025628328323364
186 1.076912760734558 1.8028453588485718
187 1.0700219869613647 1.8031940460205078
188 1.0632257461547852 1.803154468536377
189 1.0579389333724976 1.8040727376937866
190 1.0534762144088745 1.8055987358093262
191 1.0478719472885132 1.8061296939849854
192 1.0413669347763062 1.8065812587738037
193 1.0358017683029175 1.8079360723495483
194 1.031065583229065 1.8098948001861572
195 1.0260604619979858 1.8113652467727661
196 1.020276427268982 1.8122704029083252
197 1.014053225517273 1.8127774000167847
198 1.0084463357925415 1.8142528533935547
199 1.0035151243209839 1.8165395259857178
200 0.9985348582267761 1.8183166980743408
201 0.9931126832962036 1.8200263977050781
202 0.9873504042625427 1.8211874961853027
203 0.9816311001777649 1.8232698440551758
204 0.9763588309288025 1.8253223896026611
205 0.9713783264160156 1.8268983364105225
206 0.966674268245697 1.8294661045074463
207 0.962101936340332 1.8312114477157593
208 0.9574476480484009 1.8347296714782715
209 0.9522045254707336 1.8357131481170654
210 0.9464712142944336 1.8386509418487549
211 0.9403106570243835 1.83964204788208
212 0.9347697496414185 1.841990351676941
213 0.9299337267875671 1.8445813655853271
214 0.9254667162895203 1.8464034795761108
215 0.921047031879425 1.8501189947128296
216 0.9163312911987305 1.8514020442962646
217 0.9113966822624207 1.8558785915374756
218 0.9057079553604126 1.8563743829727173
219 0.9000595211982727 1.8592942953109741
220 0.8948072791099548 1.8610341548919678
221 0.8899526596069336 1.8639445304870605
222 0.8853368759155273 1.8678407669067383
223 0.8813789486885071 1.8699564933776855
224 0.8783510327339172 1.8756976127624512
225 0.8761119842529297 1.876326084136963
226 0.8718892931938171 1.8826007843017578
227 0.8643996119499207 1.8803751468658447
228 0.8565860986709595 1.882814645767212
229 0.8529314994812012 1.8859269618988037
230 0.8510889410972595 1.887044072151184
231 0.8454694747924805 1.8926045894622803
232 0.8382285237312317 1.8925304412841797
233 0.8338343501091003 1.8955507278442383
234 0.8312832117080688 1.9011472463607788
235 0.8271154761314392 1.9012515544891357
236 0.8209130167961121 1.904833197593689
237 0.8156346678733826 1.90639328956604
238 0.8123863339424133 1.9087390899658203
239 0.8089262247085571 1.9138164520263672
240 0.8037390112876892 1.9136693477630615
